address;source_location;insn;indent
0x14f3;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:62;JNE	14e0 <main+0x360>;    (7) 
0x14f5;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:69;XOR	%EAX,%EAX;  (5) 
0x14f7;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:69;CALL	1910 <rdtsc>;  (5) 
0x14fc;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:70;MOV	0x10(%RSP),%ECX;  (5) 
0x1500;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:69;MOV	%RAX,%RBX;  (5) 
0x1503;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:70;TEST	%ECX,%ECX;  (5) 
0x1505;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:70;JNE	1407 <main+0x287>;  (5) 
0x150b;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:73;XOR	%EAX,%EAX;  (5) 
0x150d;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:73;CALL	1910 <rdtsc>;  (5) 
0x1512;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:74;MOV	0x48(%RSP),%RCX;  (5) 
0x1517;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:77;MOV	%R13,%RDI;  (5) 
0x151a;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:74;SUB	%RBX,%RAX;  (5) 
0x151d;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:74;MOV	%RAX,(%RCX);  (5) 
0x1520;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:77;CALL	10e0 <.plt.sec@start>;  (5) 
0x1525;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:78;MOV	%R14,%RDI;  (5) 
0x1528;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:78;CALL	10e0 <.plt.sec@start>;  (5) 
0x152d;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:45;JMP	1461 <main+0x2e1>;  (5) 
0x1532;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:82;MOV	0x48(%RSP),%RDI;
0x1537;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:81;MOV	0x60(%RSP),%EBX;
0x153b;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:82;MOV	$0x8,%EDX;
0x1540;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:82;LEA	0x3d9(%RIP),%RCX;
0x1547;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:81;IMUL	0x68(%RSP),%EBX;
0x154c;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:82;MOV	$0x1f,%ESI;
0x1551;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:81;IMUL	0x5c(%RSP),%EBX;
0x1556;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:82;CALL	10f0 <.plt.sec@start+0x10>;
0x155b;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:84;MOV	0x70(%RSP),%RDX;
0x1560;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:83;PXOR	%XMM1,%XMM1;
0x1564;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:83;CVTSI2SD	%RBX,%XMM1;
0x1569;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:84;TEST	%RDX,%RDX;
0x156c;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:84;JS	1651 <main+0x4d1>;
0x1572;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:84;PXOR	%XMM0,%XMM0;
0x1576;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:84;CVTSI2SD	%RDX,%XMM0;
0x157b;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:83;DIVSD	%XMM1,%XMM0;
0x157f;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;MOV	$0x1,%EDI;
0x1584;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;MOV	$0x1,%EAX;
0x1589;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:83;MOVSD	%XMM1,0x8(%RSP);
0x158f;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;LEA	0xac2(%RIP),%RSI;
0x1596;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;CALL	1150 <.plt.sec@start+0x70>;
0x159b;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:86;MOV	0xe8(%RSP),%RDX;
0x15a3;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:86;MOVSD	0x8(%RSP),%XMM1;
0x15a9;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:86;TEST	%RDX,%RDX;
0x15ac;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:86;JS	16ae <main+0x52e>;
0x15b2;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:86;PXOR	%XMM0,%XMM0;
0x15b6;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:86;CVTSI2SD	%RDX,%XMM0;
0x15bb;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:85;DIVSD	%XMM1,%XMM0;
0x15bf;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;MOV	$0x1,%EDI;
0x15c4;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;MOV	$0x1,%EAX;
0x15c9;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;LEA	0xab8(%RIP),%RSI;
0x15d0;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;CALL	1150 <.plt.sec@start+0x70>;
0x15d5;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;MOV	0x70(%RSP),%RAX;
0x15da;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;MOV	0xe8(%RSP),%RDX;
0x15e2;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;SUB	%RAX,%RDX;
0x15e5;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;JS	1690 <main+0x510>;
0x15eb;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;PXOR	%XMM0,%XMM0;
0x15ef;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;CVTSI2SS	%RDX,%XMM0;
0x15f4;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;MULSS	0xb64(%RIP),%XMM0;
0x15fc;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;TEST	%RAX,%RAX;
0x15ff;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;JS	1672 <main+0x4f2>;
0x1601;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;PXOR	%XMM1,%XMM1;
0x1605;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;CVTSI2SS	%RAX,%XMM1;
0x160a;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;DIVSS	%XMM1,%XMM0;
0x160e;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;PXOR	%XMM1,%XMM1;
0x1612;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:88;COMISS	0xb4b(%RIP),%XMM0;
0x1619;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;CVTSS2SD	%XMM0,%XMM1;
0x161d;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:88;JAE	16ec <main+0x56c>;
0x1623;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:90;COMISS	0xb3e(%RIP),%XMM0;
0x162a;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;MOVAPD	%XMM1,%XMM0;
0x162e;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:90;JB	16cf <main+0x54f>;
0x1634;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;LEA	0xae1(%RIP),%RSI;
0x163b;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;MOV	$0x1,%EDI;
0x1640;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;MOV	$0x1,%EAX;
0x1645;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;CALL	1150 <.plt.sec@start+0x70>;
0x164a;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:95;XOR	%EAX,%EAX;
0x164c;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;JMP	11d0 <main+0x50>;
0x1651;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:84;MOV	%RDX,%RAX;
0x1654;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:84;MOV	%RDX,%RCX;
0x1657;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:84;PXOR	%XMM0,%XMM0;
0x165b;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:84;SHR	$0x1,%RAX;
0x165e;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:84;AND	$0x1,%ECX;
0x1661;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:84;OR	%RCX,%RAX;
0x1664;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:84;CVTSI2SD	%RAX,%XMM0;
0x1669;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:84;ADDSD	%XMM0,%XMM0;
0x166d;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:84;JMP	157b <main+0x3fb>;
0x1672;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;MOV	%RAX,%RDX;
0x1675;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;AND	$0x1,%EAX;
0x1678;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;PXOR	%XMM1,%XMM1;
0x167c;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;SHR	$0x1,%RDX;
0x167f;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;OR	%RAX,%RDX;
0x1682;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;CVTSI2SS	%RDX,%XMM1;
0x1687;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;ADDSS	%XMM1,%XMM1;
0x168b;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;JMP	160a <main+0x48a>;
0x1690;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;MOV	%RDX,%RCX;
0x1693;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;AND	$0x1,%EDX;
0x1696;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;PXOR	%XMM0,%XMM0;
0x169a;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;SHR	$0x1,%RCX;
0x169d;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;OR	%RDX,%RCX;
0x16a0;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;CVTSI2SS	%RCX,%XMM0;
0x16a5;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;ADDSS	%XMM0,%XMM0;
0x16a9;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:87;JMP	15f4 <main+0x474>;
0x16ae;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:86;MOV	%RDX,%RAX;
0x16b1;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:86;MOV	%RDX,%RCX;
0x16b4;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:86;PXOR	%XMM0,%XMM0;
0x16b8;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:86;SHR	$0x1,%RAX;
0x16bb;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:86;AND	$0x1,%ECX;
0x16be;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:86;OR	%RCX,%RAX;
0x16c1;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:86;CVTSI2SD	%RAX,%XMM0;
0x16c6;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:86;ADDSD	%XMM0,%XMM0;
0x16ca;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:86;JMP	15bb <main+0x43b>;
0x16cf;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;LEA	0xa62(%RIP),%RSI;
0x16d6;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;MOV	$0x1,%EDI;
0x16db;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;MOV	$0x1,%EAX;
0x16e0;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;CALL	1150 <.plt.sec@start+0x70>;
0x16e5;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:95;XOR	%EAX,%EAX;
0x16e7;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;JMP	11d0 <main+0x50>;
0x16ec;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;MOVAPD	%XMM1,%XMM0;
0x16f0;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;MOV	$0x1,%EDI;
0x16f5;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;MOV	$0x1,%EAX;
0x16fa;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;LEA	0xa03(%RIP),%RSI;
0x1701;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;CALL	1150 <.plt.sec@start+0x70>;
0x1706;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:95;XOR	%EAX,%EAX;
0x1708;/usr/include/x86_64-linux-gnu/bits/stdio2.h:112;JMP	11d0 <main+0x50>;
0x170d;/home/hippolyte/Documents/Projet/AOA/demo_2024/Etude-de-cas/driver.c:96;CALL	1110 <.plt.sec@start+0x30>;
0x1712;:0;NOPW	%CS:(%RAX,%RAX,1);
0x171c;:0;NOPL	(%RAX);
